edge_id,source_lemma,relation,target_lemma,source_options,target_options,selected_source_synset,selected_target_synset,decision,notes
inhale|MannerOf|smoke,inhale,MannerOf,smoke,inhale.v.01: draw deep into the lungs in by breathing || inhale.v.02: draw in (air),"smoke.v.01: inhale and exhale smoke from cigarettes, cigars, pipes",,,pending,
inhale|RelatedTo|diaphragm,inhale,RelatedTo,diaphragm,inhale.v.01: draw deep into the lungs in by breathing || inhale.v.02: draw in (air),diaphragm.n.02: (anatomy) a muscular partition separating the abdominal and thoracic cavities; functions in respiration,,,pending,
inhale|RelatedTo|smoke,inhale,RelatedTo,smoke,inhale.v.01: draw deep into the lungs in by breathing || inhale.v.02: draw in (air),"smoke.v.01: inhale and exhale smoke from cigarettes, cigars, pipes",,,pending,
inset|MannerOf|insert,inset,MannerOf,insert,gusset.n.03: a piece of material used to strengthen or enlarge a garment || insert.n.02: an artifact that is inserted or is to be inserted,insert.n.02: an artifact that is inserted or is to be inserted,,,pending,
inset|RelatedTo|garment,inset,RelatedTo,garment,gusset.n.03: a piece of material used to strengthen or enlarge a garment || insert.n.02: an artifact that is inserted or is to be inserted,garment.n.01: an article of clothing,,,pending,
inset|RelatedTo|insert,inset,RelatedTo,insert,gusset.n.03: a piece of material used to strengthen or enlarge a garment || insert.n.02: an artifact that is inserted or is to be inserted,insert.n.02: an artifact that is inserted or is to be inserted,,,pending,
inset|Synonym|gusset,inset,Synonym,gusset,gusset.n.03: a piece of material used to strengthen or enlarge a garment || insert.n.02: an artifact that is inserted or is to be inserted,gusset.n.03: a piece of material used to strengthen or enlarge a garment,,,pending,
inset|Synonym|insert,inset,Synonym,insert,gusset.n.03: a piece of material used to strengthen or enlarge a garment || insert.n.02: an artifact that is inserted or is to be inserted,insert.n.02: an artifact that is inserted or is to be inserted,,,pending,
inspire|RelatedTo|inhale,inspire,RelatedTo,inhale,inhale.v.02: draw in (air),inhale.v.01: draw deep into the lungs in by breathing || inhale.v.02: draw in (air),,,pending,
inspire|Synonym|inhale,inspire,Synonym,inhale,inhale.v.02: draw in (air),inhale.v.01: draw deep into the lungs in by breathing || inhale.v.02: draw in (air),,,pending,
intestine|RelatedTo|region,intestine,RelatedTo,region,intestine.n.01: the part of the alimentary canal between the stomach and the anus,region.n.01: the extended spatial location of something || region.n.03: a large indefinite location on the surface of the Earth,,,pending,
ironware|RelatedTo|hardware,ironware,RelatedTo,hardware,hardware.n.02: instrumentalities (tools or implements) made of metal,hardware.n.01: major items of military weaponry (as tanks or missile) || hardware.n.02: instrumentalities (tools or implements) made of metal,,,pending,
ironware|Synonym|hardware,ironware,Synonym,hardware,hardware.n.02: instrumentalities (tools or implements) made of metal,hardware.n.01: major items of military weaponry (as tanks or missile) || hardware.n.02: instrumentalities (tools or implements) made of metal,,,pending,
jugular|RelatedTo|neck,jugular,RelatedTo,neck,jugular_vein.n.01: veins in the neck that return blood from the head,neck.n.01: the part of an organism (human or animal) that connects the head to the rest of the body || neck.n.05: an opening in a garment for the neck of the wearer; a part of the garment near the wearer's neck,,,pending,
land|AtLocation|country,land,AtLocation,country,country.n.02: the territory occupied by a nation || domain.n.02: territory over which rule or control is exercised,country.n.02: the territory occupied by a nation,,,pending,
land|RelatedTo|alight,land,RelatedTo,alight,country.n.02: the territory occupied by a nation || domain.n.02: territory over which rule or control is exercised,alight.v.02: come down,,,pending,
land|RelatedTo|country,land,RelatedTo,country,country.n.02: the territory occupied by a nation || domain.n.02: territory over which rule or control is exercised,country.n.02: the territory occupied by a nation,,,pending,
land|RelatedTo|domain,land,RelatedTo,domain,country.n.02: the territory occupied by a nation || domain.n.02: territory over which rule or control is exercised,domain.n.02: territory over which rule or control is exercised,,,pending,
land|RelatedTo|part,land,RelatedTo,part,country.n.02: the territory occupied by a nation || domain.n.02: territory over which rule or control is exercised,region.n.01: the extended spatial location of something,,,pending,
land|RelatedTo|region,land,RelatedTo,region,country.n.02: the territory occupied by a nation || domain.n.02: territory over which rule or control is exercised,region.n.01: the extended spatial location of something || region.n.03: a large indefinite location on the surface of the Earth,,,pending,
land|RelatedTo|solid,land,RelatedTo,solid,country.n.02: the territory occupied by a nation || domain.n.02: territory over which rule or control is exercised,upstanding.s.01: meriting respect or esteem,,,pending,
land|Synonym|country,land,Synonym,country,country.n.02: the territory occupied by a nation || domain.n.02: territory over which rule or control is exercised,country.n.02: the territory occupied by a nation,,,pending,
land|Synonym|domain,land,Synonym,domain,country.n.02: the territory occupied by a nation || domain.n.02: territory over which rule or control is exercised,domain.n.02: territory over which rule or control is exercised,,,pending,
land|Synonym|state,land,Synonym,state,country.n.02: the territory occupied by a nation || domain.n.02: territory over which rule or control is exercised,country.n.02: the territory occupied by a nation,,,pending,
larva|RelatedTo|grub,larva,RelatedTo,grub,larva.n.01: the immature free-living form of most invertebrates and amphibians and fish which at hatching from the egg is fundamentally unlike its parent and must metamorphose,chow.n.02: informal terms for a meal || grub.n.02: a soft thick wormlike larva of certain beetles and other insects,,,pending,
layer|RelatedTo|egg,layer,RelatedTo,egg,layer.n.02: a relatively thin sheetlike expanse or region lying over or under another,egg.n.01: animal reproductive body consisting of an ovum or embryo together with nutritive and protective envelopes; especially the thin-shelled reproductive body laid by e.g. female birds || egg.n.02: oval reproductive body of a fowl (especially a hen) used as food,,,pending,
leftovers|RelatedTo|food,leftovers,RelatedTo,food,leftovers.n.01: food remaining from a previous meal,food.n.01: any substance that can be metabolized by an animal to give energy and build tissue || food.n.02: any solid substance (as opposed to liquid) that is used as a source of nourishment,,,pending,
loaf|RelatedTo|food,loaf,RelatedTo,food,loaf.n.02: a quantity of food (other than bread) formed in a particular shape,food.n.01: any substance that can be metabolized by an animal to give energy and build tissue || food.n.02: any solid substance (as opposed to liquid) that is used as a source of nourishment,,,pending,
loins|FormOf|loin,loins,FormOf,loin,loins.n.02: the region of the hips and groin and lower abdomen || pubes.n.01: the lower part of the abdomen just above the external genital organs,loin.n.02: either side of the backbone between the hipbone and the ribs in humans as well as quadrupeds,,,pending,
loins|RelatedTo|abdomen,loins,RelatedTo,abdomen,loins.n.02: the region of the hips and groin and lower abdomen || pubes.n.01: the lower part of the abdomen just above the external genital organs,abdomen.n.01: the region of the body of a vertebrate between the thorax and the pelvis || abdominal_cavity.n.01: the cavity containing the major viscera; in mammals it is separated from the thorax by the diaphragm,,,pending,
loins|RelatedTo|groin,loins,RelatedTo,groin,loins.n.02: the region of the hips and groin and lower abdomen || pubes.n.01: the lower part of the abdomen just above the external genital organs,groin.n.01: the crease at the junction of the inner part of the thigh with the trunk together with the adjacent region and often including the external genitals,,,pending,
loins|Synonym|pubes,loins,Synonym,pubes,loins.n.02: the region of the hips and groin and lower abdomen || pubes.n.01: the lower part of the abdomen just above the external genital organs,pubes.n.01: the lower part of the abdomen just above the external genital organs,,,pending,
magnify|MannerOf|enlarge,magnify,MannerOf,enlarge,blow_up.v.02: make large,blow_up.v.02: make large || enlarge.v.01: make larger,,,pending,
mammal|RelatedTo|milk,mammal,RelatedTo,milk,mammal.n.01: any warm-blooded vertebrate having the skin more or less covered with hair; young are born alive except for the small subclass of monotremes and nourished with milk,milk.n.01: a white nutritious liquid secreted by mammals and used as food by human beings || milk.n.02: produced by mammary glands of female mammals for feeding their young,,,pending,
meal|RelatedTo|food,meal,RelatedTo,food,meal.n.01: the food served and eaten at one time,food.n.01: any substance that can be metabolized by an animal to give energy and build tissue || food.n.02: any solid substance (as opposed to liquid) that is used as a source of nourishment,,,pending,
meat|AtLocation|food,meat,AtLocation,food,meat.n.01: the flesh of animals (including fishes and birds and snails) used as food,food.n.01: any substance that can be metabolized by an animal to give energy and build tissue || food.n.02: any solid substance (as opposed to liquid) that is used as a source of nourishment,,,pending,
meat|RelatedTo|food,meat,RelatedTo,food,meat.n.01: the flesh of animals (including fishes and birds and snails) used as food,food.n.01: any substance that can be metabolized by an animal to give energy and build tissue || food.n.02: any solid substance (as opposed to liquid) that is used as a source of nourishment,,,pending,
meat|UsedFor|food,meat,UsedFor,food,meat.n.01: the flesh of animals (including fishes and birds and snails) used as food,food.n.01: any substance that can be metabolized by an animal to give energy and build tissue || food.n.02: any solid substance (as opposed to liquid) that is used as a source of nourishment,,,pending,
member|Synonym|extremity,member,Synonym,extremity,extremity.n.01: an external body part that projects from the body,extremity.n.01: an external body part that projects from the body || extremity.n.04: the outermost or farthest region or point || extremity.n.05: that part of a limb that is farthest from the torso,,,pending,
menu|RelatedTo|food,menu,RelatedTo,food,menu.n.02: the dishes making up a meal,food.n.01: any substance that can be metabolized by an animal to give energy and build tissue || food.n.02: any solid substance (as opposed to liquid) that is used as a source of nourishment,,,pending,
midriff|IsA|diaphragm,midriff,IsA,diaphragm,diaphragm.n.02: (anatomy) a muscular partition separating the abdominal and thoracic cavities; functions in respiration || middle.n.03: the middle area of the human torso (usually in front),diaphragm.n.02: (anatomy) a muscular partition separating the abdominal and thoracic cavities; functions in respiration,,,pending,
midriff|RelatedTo|diaphragm,midriff,RelatedTo,diaphragm,diaphragm.n.02: (anatomy) a muscular partition separating the abdominal and thoracic cavities; functions in respiration || middle.n.03: the middle area of the human torso (usually in front),diaphragm.n.02: (anatomy) a muscular partition separating the abdominal and thoracic cavities; functions in respiration,,,pending,
midriff|RelatedTo|torso,midriff,RelatedTo,torso,diaphragm.n.02: (anatomy) a muscular partition separating the abdominal and thoracic cavities; functions in respiration || middle.n.03: the middle area of the human torso (usually in front),torso.n.01: the body excluding the head and neck and limbs,,,pending,
midriff|Synonym|diaphragm,midriff,Synonym,diaphragm,diaphragm.n.02: (anatomy) a muscular partition separating the abdominal and thoracic cavities; functions in respiration || middle.n.03: the middle area of the human torso (usually in front),diaphragm.n.02: (anatomy) a muscular partition separating the abdominal and thoracic cavities; functions in respiration,,,pending,
midriff|Synonym|middle,midriff,Synonym,middle,diaphragm.n.02: (anatomy) a muscular partition separating the abdominal and thoracic cavities; functions in respiration || middle.n.03: the middle area of the human torso (usually in front),middle.n.03: the middle area of the human torso (usually in front),,,pending,
midriff|Synonym|stomach,midriff,Synonym,stomach,diaphragm.n.02: (anatomy) a muscular partition separating the abdominal and thoracic cavities; functions in respiration || middle.n.03: the middle area of the human torso (usually in front),abdomen.n.01: the region of the body of a vertebrate between the thorax and the pelvis,,,pending,
midsection|RelatedTo|midriff,midsection,RelatedTo,midriff,middle.n.03: the middle area of the human torso (usually in front),diaphragm.n.02: (anatomy) a muscular partition separating the abdominal and thoracic cavities; functions in respiration || middle.n.03: the middle area of the human torso (usually in front),,,pending,
milk|CreatedBy|cows,milk,CreatedBy,cows,milk.n.01: a white nutritious liquid secreted by mammals and used as food by human beings || milk.n.02: produced by mammary glands of female mammals for feeding their young,cattle.n.01: domesticated bovine animals as a group regardless of sex or age; ; ; - Bible,,,pending,
milk|IsA|mixture,milk,IsA,mixture,milk.n.01: a white nutritious liquid secreted by mammals and used as food by human beings || milk.n.02: produced by mammary glands of female mammals for feeding their young,concoction.n.01: any foodstuff made by combining different ingredients,,,pending,
milk|RelatedTo|beverage,milk,RelatedTo,beverage,milk.n.01: a white nutritious liquid secreted by mammals and used as food by human beings || milk.n.02: produced by mammary glands of female mammals for feeding their young,beverage.n.01: any liquid suitable for drinking,,,pending,
milk|RelatedTo|butter,milk,RelatedTo,butter,milk.n.01: a white nutritious liquid secreted by mammals and used as food by human beings || milk.n.02: produced by mammary glands of female mammals for feeding their young,butter.n.01: an edible emulsion of fat globules made by churning milk or cream; for cooking and table use,,,pending,
milk|RelatedTo|cheese,milk,RelatedTo,cheese,milk.n.01: a white nutritious liquid secreted by mammals and used as food by human beings || milk.n.02: produced by mammary glands of female mammals for feeding their young,cheese.n.01: a solid food prepared from the pressed curd of milk,,,pending,
milk|RelatedTo|coconut,milk,RelatedTo,coconut,milk.n.01: a white nutritious liquid secreted by mammals and used as food by human beings || milk.n.02: produced by mammary glands of female mammals for feeding their young,coconut.n.01: the edible white meat of a coconut; often shredded for use in e.g. cakes and curries || coconut.n.02: large hard-shelled oval nut with a fibrous husk containing thick white meat surrounding a central cavity filled (when fresh) with fluid or milk,,,pending,
milk|RelatedTo|cows,milk,RelatedTo,cows,milk.n.01: a white nutritious liquid secreted by mammals and used as food by human beings || milk.n.02: produced by mammary glands of female mammals for feeding their young,cattle.n.01: domesticated bovine animals as a group regardless of sex or age; ; ; - Bible,,,pending,
milk|RelatedTo|drink,milk,RelatedTo,drink,milk.n.01: a white nutritious liquid secreted by mammals and used as food by human beings || milk.n.02: produced by mammary glands of female mammals for feeding their young,beverage.n.01: any liquid suitable for drinking,,,pending,
milk|RelatedTo|food,milk,RelatedTo,food,milk.n.01: a white nutritious liquid secreted by mammals and used as food by human beings || milk.n.02: produced by mammary glands of female mammals for feeding their young,food.n.01: any substance that can be metabolized by an animal to give energy and build tissue || food.n.02: any solid substance (as opposed to liquid) that is used as a source of nourishment,,,pending,
milk|RelatedTo|human,milk,RelatedTo,human,milk.n.01: a white nutritious liquid secreted by mammals and used as food by human beings || milk.n.02: produced by mammary glands of female mammals for feeding their young,"homo.n.02: any living or extinct member of the family Hominidae characterized by superior intelligence, articulate speech, and erect carriage",,,pending,
milk|RelatedTo|mammal,milk,RelatedTo,mammal,milk.n.01: a white nutritious liquid secreted by mammals and used as food by human beings || milk.n.02: produced by mammary glands of female mammals for feeding their young,mammal.n.01: any warm-blooded vertebrate having the skin more or less covered with hair; young are born alive except for the small subclass of monotremes and nourished with milk,,,pending,
milk|RelatedTo|produce,milk,RelatedTo,produce,milk.n.01: a white nutritious liquid secreted by mammals and used as food by human beings || milk.n.02: produced by mammary glands of female mammals for feeding their young,produce.n.01: fresh fruits and vegetable grown for the market,,,pending,
milk|RelatedTo|yogurt,milk,RelatedTo,yogurt,milk.n.01: a white nutritious liquid secreted by mammals and used as food by human beings || milk.n.02: produced by mammary glands of female mammals for feeding their young,yogurt.n.01: a custard-like food made from curdled milk,,,pending,
moral|RelatedTo|good,moral,RelatedTo,good,moral.a.01: concerned with principles of right and wrong or conforming to standards of behavior and character based on those principles,adept.s.01: having or showing knowledge and skill and aptitude || estimable.s.01: deserving of esteem and respect,,,pending,
motley|RelatedTo|mixture,motley,RelatedTo,mixture,motley.n.02: a garment made of motley (especially a court jester's costume) || motley.n.03: a multicolored woolen fabric woven of mixed threads in 14th to 17th century England,concoction.n.01: any foodstuff made by combining different ingredients,,,pending,
mousse|RelatedTo|chocolate,mousse,RelatedTo,chocolate,mousse.n.03: toiletry consisting of an aerosol foam used in hair styling,chocolate.n.02: a food made from roasted ground cacao beans || cocoa.n.01: a beverage made from cocoa powder and milk and sugar; usually drunk hot,,,pending,
nail|PartOf|toe,nail,PartOf,toe,nail.n.01: horny plate covering and protecting part of the dorsal surface of the digits,toe.n.01: one of the digits of the foot || toe.n.03: forepart of a hoof,,,pending,
navel|RelatedTo|abdomen,navel,RelatedTo,abdomen,navel.n.01: a scar where the umbilical cord was attached,abdomen.n.01: the region of the body of a vertebrate between the thorax and the pelvis || abdominal_cavity.n.01: the cavity containing the major viscera; in mammals it is separated from the thorax by the diaphragm,,,pending,
neck|AtLocation|body,neck,AtLocation,body,neck.n.01: the part of an organism (human or animal) that connects the head to the rest of the body || neck.n.05: an opening in a garment for the neck of the wearer; a part of the garment near the wearer's neck,torso.n.01: the body excluding the head and neck and limbs,,,pending,
neck|AtLocation|mammal,neck,AtLocation,mammal,neck.n.01: the part of an organism (human or animal) that connects the head to the rest of the body || neck.n.05: an opening in a garment for the neck of the wearer; a part of the garment near the wearer's neck,mammal.n.01: any warm-blooded vertebrate having the skin more or less covered with hair; young are born alive except for the small subclass of monotremes and nourished with milk,,,pending,
neck|AtLocation|shoulder,neck,AtLocation,shoulder,neck.n.01: the part of an organism (human or animal) that connects the head to the rest of the body || neck.n.05: an opening in a garment for the neck of the wearer; a part of the garment near the wearer's neck,shoulder.n.01: the part of the body between the neck and the upper arm || shoulder.n.03: a ball-and-socket joint between the head of the humerus and a cavity of the scapula || shoulder.n.04: the part of a garment that covers or fits over the shoulder,,,pending,
neck|IsA|land,neck,IsA,land,neck.n.01: the part of an organism (human or animal) that connects the head to the rest of the body || neck.n.05: an opening in a garment for the neck of the wearer; a part of the garment near the wearer's neck,country.n.02: the territory occupied by a nation || domain.n.02: territory over which rule or control is exercised,,,pending,
neck|IsA|part,neck,IsA,part,neck.n.01: the part of an organism (human or animal) that connects the head to the rest of the body || neck.n.05: an opening in a garment for the neck of the wearer; a part of the garment near the wearer's neck,region.n.01: the extended spatial location of something,,,pending,
neck|MannerOf|pet,neck,MannerOf,pet,neck.n.01: the part of an organism (human or animal) that connects the head to the rest of the body || neck.n.05: an opening in a garment for the neck of the wearer; a part of the garment near the wearer's neck,"pet.v.01: stroke or caress gently || pet.v.02: stroke or caress in an erotic manner, as during lovemaking",,,pending,
neck|PartOf|body,neck,PartOf,body,neck.n.01: the part of an organism (human or animal) that connects the head to the rest of the body || neck.n.05: an opening in a garment for the neck of the wearer; a part of the garment near the wearer's neck,torso.n.01: the body excluding the head and neck and limbs,,,pending,
neck|RelatedTo|body,neck,RelatedTo,body,neck.n.01: the part of an organism (human or animal) that connects the head to the rest of the body || neck.n.05: an opening in a garment for the neck of the wearer; a part of the garment near the wearer's neck,torso.n.01: the body excluding the head and neck and limbs,,,pending,
neck|RelatedTo|drink,neck,RelatedTo,drink,neck.n.01: the part of an organism (human or animal) that connects the head to the rest of the body || neck.n.05: an opening in a garment for the neck of the wearer; a part of the garment near the wearer's neck,beverage.n.01: any liquid suitable for drinking,,,pending,
neck|RelatedTo|egg,neck,RelatedTo,egg,neck.n.01: the part of an organism (human or animal) that connects the head to the rest of the body || neck.n.05: an opening in a garment for the neck of the wearer; a part of the garment near the wearer's neck,egg.n.01: animal reproductive body consisting of an ovum or embryo together with nutritive and protective envelopes; especially the thin-shelled reproductive body laid by e.g. female birds || egg.n.02: oval reproductive body of a fowl (especially a hen) used as food,,,pending,
neck|RelatedTo|land,neck,RelatedTo,land,neck.n.01: the part of an organism (human or animal) that connects the head to the rest of the body || neck.n.05: an opening in a garment for the neck of the wearer; a part of the garment near the wearer's neck,country.n.02: the territory occupied by a nation || domain.n.02: territory over which rule or control is exercised,,,pending,
neck|RelatedTo|part,neck,RelatedTo,part,neck.n.01: the part of an organism (human or animal) that connects the head to the rest of the body || neck.n.05: an opening in a garment for the neck of the wearer; a part of the garment near the wearer's neck,region.n.01: the extended spatial location of something,,,pending,
neck|RelatedTo|shirt,neck,RelatedTo,shirt,neck.n.01: the part of an organism (human or animal) that connects the head to the rest of the body || neck.n.05: an opening in a garment for the neck of the wearer; a part of the garment near the wearer's neck,shirt.n.01: a garment worn on the upper half of the body,,,pending,
neck|RelatedTo|throat,neck,RelatedTo,throat,neck.n.01: the part of an organism (human or animal) that connects the head to the rest of the body || neck.n.05: an opening in a garment for the neck of the wearer; a part of the garment near the wearer's neck,throat.n.01: the passage to the stomach and lungs; in the front part of the neck below the chin and above the collarbone,,,pending,
neck|RelatedTo|trunk,neck,RelatedTo,trunk,neck.n.01: the part of an organism (human or animal) that connects the head to the rest of the body || neck.n.05: an opening in a garment for the neck of the wearer; a part of the garment near the wearer's neck,torso.n.01: the body excluding the head and neck and limbs,,,pending,
neckline|DerivedFrom|neck,neckline,DerivedFrom,neck,neckline.n.01: the line formed by the edge of a garment around the neck,neck.n.01: the part of an organism (human or animal) that connects the head to the rest of the body || neck.n.05: an opening in a garment for the neck of the wearer; a part of the garment near the wearer's neck,,,pending,
neckline|RelatedTo|neck,neckline,RelatedTo,neck,neckline.n.01: the line formed by the edge of a garment around the neck,neck.n.01: the part of an organism (human or animal) that connects the head to the rest of the body || neck.n.05: an opening in a garment for the neck of the wearer; a part of the garment near the wearer's neck,,,pending,
northeast|RelatedTo|region,northeast,RelatedTo,region,"northeast.n.04: a location in the northeastern part of a country, region, or city",region.n.01: the extended spatial location of something || region.n.03: a large indefinite location on the surface of the Earth,,,pending,
northland|DerivedFrom|land,northland,DerivedFrom,land,northland.n.01: any region lying in or toward the north,country.n.02: the territory occupied by a nation || domain.n.02: territory over which rule or control is exercised,,,pending,
northland|RelatedTo|land,northland,RelatedTo,land,northland.n.01: any region lying in or toward the north,country.n.02: the territory occupied by a nation || domain.n.02: territory over which rule or control is exercised,,,pending,
northland|RelatedTo|region,northland,RelatedTo,region,northland.n.01: any region lying in or toward the north,region.n.01: the extended spatial location of something || region.n.03: a large indefinite location on the surface of the Earth,,,pending,
nourishment|RelatedTo|food,nourishment,RelatedTo,food,nutriment.n.01: a source of materials to nourish the body,food.n.01: any substance that can be metabolized by an animal to give energy and build tissue || food.n.02: any solid substance (as opposed to liquid) that is used as a source of nourishment,,,pending,
nutrient|RelatedTo|food,nutrient,RelatedTo,food,food.n.01: any substance that can be metabolized by an animal to give energy and build tissue,food.n.01: any substance that can be metabolized by an animal to give energy and build tissue || food.n.02: any solid substance (as opposed to liquid) that is used as a source of nourishment,,,pending,
nutrient|Synonym|food,nutrient,Synonym,food,food.n.01: any substance that can be metabolized by an animal to give energy and build tissue,food.n.01: any substance that can be metabolized by an animal to give energy and build tissue || food.n.02: any solid substance (as opposed to liquid) that is used as a source of nourishment,,,pending,
nutriment|RelatedTo|food,nutriment,RelatedTo,food,nutriment.n.01: a source of materials to nourish the body,food.n.01: any substance that can be metabolized by an animal to give energy and build tissue || food.n.02: any solid substance (as opposed to liquid) that is used as a source of nourishment,,,pending,
oesophagus|RelatedTo|food,oesophagus,RelatedTo,food,esophagus.n.01: the passage between the pharynx and the stomach,food.n.01: any substance that can be metabolized by an animal to give energy and build tissue || food.n.02: any solid substance (as opposed to liquid) that is used as a source of nourishment,,,pending,
pabulum|RelatedTo|diet,pabulum,RelatedTo,diet,comestible.n.01: any substance that can be used as food,diet.n.01: a prescribed selection of foods || diet.n.03: the usual food and drink consumed by an organism (person or animal),,,pending,
pabulum|RelatedTo|food,pabulum,RelatedTo,food,comestible.n.01: any substance that can be used as food,food.n.01: any substance that can be metabolized by an animal to give energy and build tissue || food.n.02: any solid substance (as opposed to liquid) that is used as a source of nourishment,,,pending,
palatinate|RelatedTo|region,palatinate,RelatedTo,region,palatinate.n.02: a territory under the jurisdiction of a count palatine,region.n.01: the extended spatial location of something || region.n.03: a large indefinite location on the surface of the Earth,,,pending,
part|RelatedTo|land,part,RelatedTo,land,region.n.01: the extended spatial location of something,country.n.02: the territory occupied by a nation || domain.n.02: territory over which rule or control is exercised,,,pending,
part|RelatedTo|region,part,RelatedTo,region,region.n.01: the extended spatial location of something,region.n.01: the extended spatial location of something || region.n.03: a large indefinite location on the surface of the Earth,,,pending,
part|Synonym|region,part,Synonym,region,region.n.01: the extended spatial location of something,region.n.01: the extended spatial location of something || region.n.03: a large indefinite location on the surface of the Earth,,,pending,
pat|Synonym|chuck,pat,Synonym,chuck,"chuck.v.03: pat or squeeze fondly or playfully, especially under the chin","chow.n.02: informal terms for a meal || chuck.v.03: pat or squeeze fondly or playfully, especially under the chin",,,pending,
paunch|RelatedTo|belly,paunch,RelatedTo,belly,belly.n.02: a protruding abdomen,abdomen.n.01: the region of the body of a vertebrate between the thorax and the pelvis || belly.n.02: a protruding abdomen || belly.n.05: the underpart of the body of certain vertebrates such as snakes or fish,,,pending,
paunch|Synonym|belly,paunch,Synonym,belly,belly.n.02: a protruding abdomen,abdomen.n.01: the region of the body of a vertebrate between the thorax and the pelvis || belly.n.02: a protruding abdomen || belly.n.05: the underpart of the body of certain vertebrates such as snakes or fish,,,pending,
paw|SimilarTo|hoof,paw,SimilarTo,hoof,paw.v.02: touch clumsily,hoof.n.01: the foot of an ungulate mammal || hoof.n.02: the horny covering of the end of the foot in ungulate mammals,,,pending,
pectoral|RelatedTo|chest,pectoral,RelatedTo,chest,pectoral.n.01: either of two large muscles of the chest,breast.n.01: the front of the trunk from the neck to the abdomen || thorax.n.02: the part of the human torso between the neck and the diaphragm or the corresponding part in other vertebrates,,,pending,
pet|MannerOf|caress,pet,MannerOf,caress,"pet.v.01: stroke or caress gently || pet.v.02: stroke or caress in an erotic manner, as during lovemaking",caress.v.01: touch or stroke lightly in a loving or endearing manner,,,pending,
pet|RelatedTo|fondle,pet,RelatedTo,fondle,"pet.v.01: stroke or caress gently || pet.v.02: stroke or caress in an erotic manner, as during lovemaking",caress.v.01: touch or stroke lightly in a loving or endearing manner,,,pending,
plop|RelatedTo|land,plop,RelatedTo,land,plop.v.02: drop with the sound of something falling into water,country.n.02: the territory occupied by a nation || domain.n.02: territory over which rule or control is exercised,,,pending,
plunk|RelatedTo|land,plunk,RelatedTo,land,dive.v.01: drop steeply,country.n.02: the territory occupied by a nation || domain.n.02: territory over which rule or control is exercised,,,pending,
practiced|RelatedTo|expert,practiced,RelatedTo,expert,adept.s.01: having or showing knowledge and skill and aptitude || practiced.s.02: skillful after much practice,adept.s.01: having or showing knowledge and skill and aptitude,,,pending,
practiced|RelatedTo|proficient,practiced,RelatedTo,proficient,adept.s.01: having or showing knowledge and skill and aptitude || practiced.s.02: skillful after much practice,adept.s.01: having or showing knowledge and skill and aptitude,,,pending,
practiced|RelatedTo|skillful,practiced,RelatedTo,skillful,adept.s.01: having or showing knowledge and skill and aptitude || practiced.s.02: skillful after much practice,adept.s.01: having or showing knowledge and skill and aptitude,,,pending,
practiced|Synonym|proficient,practiced,Synonym,proficient,adept.s.01: having or showing knowledge and skill and aptitude || practiced.s.02: skillful after much practice,adept.s.01: having or showing knowledge and skill and aptitude,,,pending,
practised|Synonym|practiced,practised,Synonym,practiced,practiced.s.02: skillful after much practice,adept.s.01: having or showing knowledge and skill and aptitude || practiced.s.02: skillful after much practice,,,pending,
proficient|RelatedTo|practiced,proficient,RelatedTo,practiced,adept.s.01: having or showing knowledge and skill and aptitude,adept.s.01: having or showing knowledge and skill and aptitude || practiced.s.02: skillful after much practice,,,pending,
protein|RelatedTo|food,protein,RelatedTo,food,protein.n.01: any of a large group of nitrogenous organic compounds that are essential constituents of living cells; consist of polymers of amino acids; essential in the diet of animals for growth and for repair of tissues; can be obtained from meat and eggs and milk and legumes,food.n.01: any substance that can be metabolized by an animal to give energy and build tissue || food.n.02: any solid substance (as opposed to liquid) that is used as a source of nourishment,,,pending,
provender|RelatedTo|food,provender,RelatedTo,food,commissariat.n.01: a stock or supply of foods,food.n.01: any substance that can be metabolized by an animal to give energy and build tissue || food.n.02: any solid substance (as opposed to liquid) that is used as a source of nourishment,,,pending,
ration|RelatedTo|food,ration,RelatedTo,food,ration.n.01: the food allowance for one day (especially for service personnel),food.n.01: any substance that can be metabolized by an animal to give energy and build tissue || food.n.02: any solid substance (as opposed to liquid) that is used as a source of nourishment,,,pending,
region|IsA|state,region,IsA,state,region.n.01: the extended spatial location of something || region.n.03: a large indefinite location on the surface of the Earth,country.n.02: the territory occupied by a nation,,,pending,
region|RelatedTo|body,region,RelatedTo,body,region.n.01: the extended spatial location of something || region.n.03: a large indefinite location on the surface of the Earth,torso.n.01: the body excluding the head and neck and limbs,,,pending,
region|RelatedTo|country,region,RelatedTo,country,region.n.01: the extended spatial location of something || region.n.03: a large indefinite location on the surface of the Earth,country.n.02: the territory occupied by a nation,,,pending,
region|RelatedTo|district,region,RelatedTo,district,region.n.01: the extended spatial location of something || region.n.03: a large indefinite location on the surface of the Earth,district.n.01: a region marked off for administrative or other purposes,,,pending,
region|RelatedTo|land,region,RelatedTo,land,region.n.01: the extended spatial location of something || region.n.03: a large indefinite location on the surface of the Earth,country.n.02: the territory occupied by a nation || domain.n.02: territory over which rule or control is exercised,,,pending,
region|RelatedTo|location,region,RelatedTo,location,region.n.01: the extended spatial location of something || region.n.03: a large indefinite location on the surface of the Earth,location.n.01: a point or extent in space,,,pending,
